[2025-04-22 11:10:41] Monitoring started (Interval: 500ms, Dry-run: No)
[2025-04-22 11:18:33] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:33] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:34] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:35] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:35] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:36] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:36] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:37] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:37] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:38] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:38] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:39] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:39] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:40] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:40] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:41] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:41] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:42] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:42] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:43] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:43] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:44] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:44] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:45] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:45] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:46] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:46] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:47] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:47] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:48] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:48] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:49] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:49] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:50] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:50] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:51] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:51] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:52] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:52] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:53] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:53] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:54] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:54] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:55] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:55] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:56] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:56] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:57] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:58] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:58] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:59] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:18:59] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:00] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:00] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:01] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:01] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:02] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:02] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:03] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:03] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:04] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:04] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:05] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:05] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:06] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:06] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:07] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:07] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:08] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:08] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:09] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:09] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:10] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:10] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:11] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:11] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:12] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:12] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:13] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:13] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:14] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:14] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:15] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:15] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:16] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:16] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:17] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:17] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:18] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:18] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:19] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:19] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:20] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:20] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:21] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:21] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:22] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:22] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:23] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:23] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:24] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:24] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:25] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:26] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:26] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:27] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:27] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:28] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:28] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:29] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:29] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:30] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:30] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:31] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:31] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:32] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:32] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:33] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:33] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:34] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:34] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:35] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:35] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:36] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:36] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:37] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:37] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:38] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:38] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:39] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:39] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:40] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:40] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:41] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:41] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:42] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:42] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:43] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:43] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:44] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:44] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:45] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:45] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:46] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:46] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:47] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:47] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:48] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:48] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:49] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:49] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:50] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:50] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:51] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:51] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:52] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:52] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:53] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:53] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:54] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:55] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:55] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:56] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:56] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:57] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:57] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:58] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:58] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:59] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:19:59] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:00] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:00] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:01] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:01] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:02] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:02] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:03] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:03] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:04] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:04] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:05] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:05] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:06] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:06] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:07] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:07] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:08] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:08] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:09] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:09] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:10] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:10] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:11] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:11] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:12] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:12] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:13] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:13] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:14] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:14] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:15] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:15] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:16] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:16] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:17] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:17] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:18] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:18] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:19] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:19] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:20] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:21] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:21] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:22] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:22] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:23] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:23] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:24] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:24] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:25] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:25] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:26] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:26] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:27] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:27] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:28] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:28] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:29] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:29] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:30] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:30] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:31] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:31] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:32] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:32] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:33] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:33] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:34] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:34] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:35] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:35] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:36] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:36] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:37] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:37] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:38] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:38] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:39] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:39] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:40] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:40] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:41] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:41] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:42] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:42] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:43] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:43] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:44] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:44] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:45] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:45] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:46] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:46] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:47] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:47] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:48] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:48] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:49] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:50] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:50] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:51] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:51] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:52] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:52] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:53] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:53] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:54] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:54] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:55] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:55] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:56] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:56] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:57] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:57] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:58] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:58] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:59] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:20:59] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:00] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:00] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:01] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:01] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:02] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:02] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:03] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:03] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:04] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:04] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:05] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:05] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:06] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:06] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:07] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:07] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:08] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:08] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:09] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:09] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:10] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:10] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:11] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:11] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:12] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:12] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:13] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:13] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:21:14] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
